Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalSF,TotalBathrooms,HouseAge,YearsSinceRemodel,TotalPorchSF,QualityLivingArea,GarageScore
52,50,RM,52.0,6240,Reg,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1.5Fin,6,6,1934,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,816,816,GasA,TA,Y,SBrkr,816,0,360,1176,0,0,1,0,3,1,TA,6,Typ,1,Gd,Detchd,1985.0,Unf,2,528,TA,TA,Y,112,0,0,0,0,0,400,9,2006,WD,Normal,114500,1632,1.0,72,56,112,7056,1056
53,90,RM,110.0,8472,IR2,Bnk,Corner,Mod,IDOTRR,RRNn,Duplex,1Story,5,5,1963,1963,Gable,Wd Sdng,Wd Sdng,None,0.0,Fa,TA,CBlock,Gd,TA,Gd,LwQ,104,GLQ,712,0,816,GasA,TA,N,SBrkr,816,0,0,816,1,0,1,0,2,1,TA,5,Typ,0,None,CarPort,1963.0,Unf,2,516,TA,TA,Y,106,0,0,0,0,0,0,5,2010,WD,Normal,110000,1632,2.0,47,47,106,4080,1032
54,20,RL,68.0,50271,IR1,Low,Inside,Gtl,Veenker,Norm,1Fam,1Story,9,5,1981,1987,Gable,WdShing,Wd Shng,None,0.0,Gd,TA,CBlock,Ex,TA,Gd,GLQ,1810,Unf,0,32,1842,GasA,Gd,Y,SBrkr,1842,0,0,1842,2,0,0,1,0,1,Gd,5,Typ,1,Gd,Attchd,1981.0,Fin,3,894,TA,TA,Y,857,72,0,0,0,0,0,11,2006,WD,Normal,385000,3684,2.5,25,19,929,16578,2682
55,80,RL,60.0,7134,Reg,Bnk,Inside,Mod,NAmes,Norm,1Fam,SLvl,5,5,1955,1955,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,384,Unf,0,0,384,GasA,TA,Y,SBrkr,1360,0,0,1360,0,0,1,0,3,1,TA,6,Min1,1,TA,Detchd,1962.0,Unf,2,572,TA,TA,Y,0,50,0,0,0,0,0,2,2007,WD,Normal,130000,1744,1.0,52,52,50,6800,1144
56,20,RL,100.0,10175,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,5,1964,1964,Gable,HdBoard,Plywood,BrkFace,272.0,TA,TA,CBlock,TA,TA,No,BLQ,490,Unf,0,935,1425,GasA,Gd,Y,SBrkr,1425,0,0,1425,0,0,2,0,3,1,TA,7,Typ,1,Gd,Attchd,1964.0,RFn,2,576,TA,TA,Y,0,0,0,407,0,0,0,7,2008,WD,Normal,180500,2850,2.0,44,44,407,8550,1152
57,160,FV,24.0,2645,Reg,Lvl,Inside,Gtl,Somerst,Norm,Twnhs,2Story,8,5,1999,2000,Gable,MetalSd,MetalSd,BrkFace,456.0,Gd,TA,PConc,Gd,TA,No,GLQ,649,Unf,0,321,970,GasA,Ex,Y,SBrkr,983,756,0,1739,1,0,2,1,3,1,Gd,7,Typ,0,None,Attchd,1999.0,Fin,2,480,TA,TA,Y,115,0,0,0,0,0,0,8,2009,WD,Abnorml,172500,2709,3.5,10,9,115,13912,960
58,60,RL,89.0,11645,IR1,Lvl,Corner,Gtl,CollgCr,Norm,1Fam,2Story,7,5,2004,2004,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,860,860,GasA,Ex,Y,SBrkr,860,860,0,1720,0,0,2,1,3,1,Gd,7,Typ,0,None,Attchd,2004.0,RFn,2,565,TA,TA,Y,0,70,0,0,0,0,0,8,2006,WD,Normal,196500,2580,2.5,2,2,70,12040,1130
59,60,RL,66.0,13682,IR2,HLS,CulDSac,Gtl,StoneBr,Norm,1Fam,2Story,10,5,2006,2006,Hip,VinylSd,VinylSd,BrkFace,1031.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0,Unf,0,1410,1410,GasA,Ex,Y,SBrkr,1426,1519,0,2945,0,0,3,1,3,1,Gd,10,Typ,1,Gd,BuiltIn,2006.0,Fin,3,641,TA,TA,Y,192,0,37,0,0,0,0,10,2006,New,Partial,438780,4355,3.5,0,0,229,29450,1923
60,20,RL,60.0,7200,Reg,Bnk,Inside,Gtl,CollgCr,Norm,1Fam,1Story,5,7,1972,1972,Gable,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,632,Unf,0,148,780,GasA,Ex,Y,SBrkr,780,0,0,780,0,0,1,0,2,1,TA,4,Typ,0,None,Detchd,1973.0,Unf,1,352,TA,TA,Y,196,0,0,0,0,0,0,1,2008,WD,Normal,124900,1560,1.0,36,36,196,3900,352
61,20,RL,63.0,13072,Reg,Lvl,Inside,Gtl,SawyerW,RRAe,1Fam,1Story,6,5,2004,2004,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,941,Unf,0,217,1158,GasA,Ex,Y,SBrkr,1158,0,0,1158,1,0,1,1,3,1,Gd,5,Typ,0,None,Detchd,2006.0,Unf,2,576,TA,TA,Y,0,50,0,0,0,0,0,5,2006,New,Partial,158000,2316,2.5,2,2,50,6948,1152
62,75,RM,60.0,7200,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,1Fam,2.5Unf,5,7,1920,1996,Gable,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0,Unf,0,530,530,GasA,TA,N,SBrkr,581,530,0,1111,0,0,1,0,3,1,Fa,6,Typ,0,None,Detchd,1935.0,Unf,1,288,TA,TA,N,0,0,144,0,0,0,0,3,2007,WD,Normal,101000,1641,1.0,87,11,144,5555,288
63,120,RL,44.0,6442,IR1,Lvl,Inside,Gtl,NridgHt,Norm,TwnhsE,1Story,8,5,2006,2006,Gable,VinylSd,VinylSd,Stone,178.0,Gd,TA,PConc,Gd,Gd,Mn,GLQ,24,Unf,0,1346,1370,GasA,Ex,Y,SBrkr,1370,0,0,1370,0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2006.0,RFn,2,484,TA,TA,Y,120,49,0,0,0,0,0,10,2007,WD,Normal,202500,2740,2.0,1,1,169,10960,968
64,70,RM,50.0,10300,IR1,Bnk,Inside,Gtl,OldTown,RRAn,1Fam,2Story,7,6,1921,1950,Gable,Stucco,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,576,576,GasA,Gd,Y,SBrkr,902,808,0,1710,0,0,2,0,3,1,TA,9,Typ,0,None,Detchd,1990.0,Unf,2,480,TA,TA,Y,12,11,64,0,0,0,0,4,2010,WD,Normal,140000,2286,2.0,89,60,87,11970,960
65,60,RL,69.0,9375,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,7,5,1997,1998,Gable,VinylSd,VinylSd,BrkFace,573.0,TA,TA,PConc,Gd,TA,No,GLQ,739,Unf,0,318,1057,GasA,Ex,Y,SBrkr,1057,977,0,2034,1,0,2,1,3,1,Gd,8,Typ,0,None,Attchd,1998.0,RFn,2,645,TA,TA,Y,576,36,0,0,0,0,0,2,2009,WD,Normal,219500,3091,3.5,12,11,612,14238,1290
66,60,RL,76.0,9591,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,2Story,8,5,2004,2005,Gable,VinylSd,VinylSd,BrkFace,344.0,Gd,TA,PConc,Ex,TA,Av,Unf,0,Unf,0,1143,1143,GasA,Ex,Y,SBrkr,1143,1330,0,2473,0,0,2,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,2004.0,RFn,3,852,TA,TA,Y,192,151,0,0,0,0,0,10,2007,WD,Normal,317000,3616,2.5,3,2,343,19784,2556
67,20,RL,69.0,19900,Reg,Lvl,Inside,Gtl,NAmes,PosA,1Fam,1Story,7,5,1970,1989,Gable,Plywood,Plywood,BrkFace,287.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,912,Unf,0,1035,1947,GasA,TA,Y,SBrkr,2207,0,0,2207,1,0,2,0,3,1,TA,7,Min1,1,Gd,Attchd,1970.0,RFn,2,576,TA,TA,Y,301,0,0,0,0,0,0,7,2010,WD,Normal,180000,4154,3.0,40,21,301,15449,1152
68,20,RL,72.0,10665,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,2003,2003,Gable,VinylSd,VinylSd,BrkFace,167.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1013,Unf,0,440,1453,GasA,Ex,Y,SBrkr,1479,0,0,1479,1,0,2,0,3,1,Gd,7,Typ,0,None,Attchd,2003.0,RFn,2,558,TA,TA,Y,144,29,0,0,0,0,0,6,2007,WD,Normal,226000,2932,3.0,4,4,173,10353,1116
69,30,RM,47.0,4608,Reg,Lvl,Corner,Gtl,OldTown,Artery,1Fam,1Story,4,6,1945,1950,Gable,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,747,747,GasA,TA,Y,SBrkr,747,0,0,747,0,0,1,0,2,1,TA,4,Typ,0,None,Attchd,1945.0,Unf,1,220,TA,TA,Y,0,0,0,0,0,0,0,6,2010,WD,Normal,80000,1494,1.0,65,60,0,2988,220
70,50,RL,81.0,15593,Reg,Lvl,Corner,Gtl,ClearCr,Norm,1Fam,1.5Fin,7,4,1953,1953,Gable,BrkFace,AsbShng,None,0.0,Gd,TA,CBlock,TA,TA,No,BLQ,603,Unf,0,701,1304,GasW,TA,Y,SBrkr,1304,983,0,2287,0,0,2,0,3,1,TA,7,Typ,1,TA,Attchd,1953.0,Fin,2,667,TA,TA,Y,0,21,114,0,0,0,0,7,2006,WD,Normal,225000,3591,2.0,53,53,135,16009,1334
71,20,RL,95.0,13651,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,7,6,1973,1973,Gable,Plywood,Plywood,BrkFace,1115.0,TA,Gd,CBlock,Gd,TA,Gd,ALQ,1880,Unf,0,343,2223,GasA,Ex,Y,SBrkr,2223,0,0,2223,1,0,2,0,3,1,TA,8,Typ,2,Gd,Attchd,1973.0,Fin,2,516,TA,TA,Y,300,0,0,0,0,0,0,2,2007,WD,Normal,244000,4446,3.0,34,34,300,15561,1032
72,20,RL,69.0,7599,Reg,Lvl,Corner,Gtl,Mitchel,Norm,1Fam,1Story,4,6,1982,2006,Gable,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,565,Unf,0,280,845,GasA,TA,Y,SBrkr,845,0,0,845,1,0,1,0,2,1,TA,4,Typ,0,None,Detchd,1987.0,Unf,2,360,TA,TA,Y,0,0,0,0,0,0,0,6,2007,WD,Normal,129500,1690,2.0,25,1,0,3380,720
73,60,RL,74.0,10141,IR1,Lvl,Corner,Gtl,Gilbert,Norm,1Fam,2Story,7,5,1998,1998,Gable,VinylSd,VinylSd,BrkFace,40.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,832,832,GasA,Gd,Y,SBrkr,885,833,0,1718,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1998.0,Fin,2,427,TA,TA,Y,0,94,0,0,291,0,0,12,2009,WD,Normal,185000,2550,2.5,11,11,385,12026,854
74,20,RL,85.0,10200,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,7,1954,2003,Gable,Wd Sdng,Wd Sdng,BrkFace,104.0,TA,TA,CBlock,TA,TA,No,ALQ,320,BLQ,362,404,1086,GasA,Gd,Y,SBrkr,1086,0,0,1086,1,0,1,0,3,1,TA,6,Typ,0,None,Attchd,1989.0,Unf,2,490,TA,TA,Y,0,0,0,0,0,0,0,5,2010,WD,Normal,144900,2172,2.0,56,7,0,5430,980
75,50,RM,60.0,5790,Reg,Lvl,Corner,Gtl,OldTown,Norm,1Fam,2Story,3,6,1915,1950,Gambrel,VinylSd,VinylSd,None,0.0,Gd,Gd,CBlock,Fa,TA,No,Unf,0,Unf,0,840,840,GasA,Gd,N,SBrkr,840,765,0,1605,0,0,2,0,3,2,TA,8,Typ,0,None,Detchd,1915.0,Unf,1,379,TA,TA,Y,0,0,202,0,0,0,0,5,2010,WD,Normal,107400,2445,2.0,95,60,202,4815,379
76,180,RM,21.0,1596,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Twnhs,SLvl,4,5,1973,1973,Gable,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,462,Unf,0,0,462,GasA,TA,Y,SBrkr,526,462,0,988,1,0,1,0,2,1,TA,5,Typ,0,None,BuiltIn,1973.0,Unf,1,297,TA,TA,Y,120,101,0,0,0,0,0,11,2009,WD,Normal,91000,1450,2.0,36,36,221,3952,297
77,20,RL,69.0,8475,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,4,7,1956,1956,Gable,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,228,Unf,0,724,952,GasA,Ex,Y,FuseA,952,0,0,952,0,0,1,0,2,1,TA,4,Typ,0,None,Detchd,1956.0,Unf,1,283,TA,TA,Y,0,0,0,0,0,0,0,4,2008,WD,Normal,135750,1904,1.0,52,52,0,3808,283
78,50,RM,50.0,8635,Reg,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1.5Fin,5,5,1948,2001,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,336,GLQ,41,295,672,GasA,TA,Y,SBrkr,1072,213,0,1285,1,0,1,0,2,1,TA,6,Min1,0,None,Detchd,1948.0,Unf,1,240,TA,TA,Y,0,0,0,0,0,0,0,1,2008,WD,Normal,127000,1957,2.0,60,7,0,6425,240
79,90,RL,72.0,10778,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Duplex,1Story,4,5,1968,1968,Hip,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1768,1768,GasA,TA,N,SBrkr,1768,0,0,1768,0,0,2,0,4,2,TA,8,Typ,0,None,None,1980.0,None,0,0,None,None,Y,0,0,0,0,0,0,0,4,2010,WD,Normal,136500,3536,2.0,42,42,0,7072,0
80,50,RM,60.0,10440,Reg,Lvl,Corner,Gtl,OldTown,Norm,1Fam,2Story,5,6,1910,1981,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,440,440,GasA,Gd,Y,SBrkr,682,548,0,1230,0,0,1,1,2,1,TA,5,Typ,0,None,Detchd,1966.0,Unf,2,440,TA,TA,Y,74,0,128,0,0,0,0,5,2009,WD,Normal,110000,1670,1.5,99,28,202,6150,880
81,60,RL,100.0,13000,Reg,Lvl,Corner,Gtl,NAmes,Norm,1Fam,2Story,6,6,1968,1968,Gable,VinylSd,VinylSd,BrkFace,576.0,TA,Gd,CBlock,Gd,TA,No,Rec,448,Unf,0,448,896,GasA,TA,Y,SBrkr,1182,960,0,2142,0,0,2,1,4,1,Gd,8,Typ,1,Gd,Attchd,1968.0,Fin,1,509,TA,TA,Y,0,72,0,0,252,0,0,6,2009,WD,Normal,193500,3038,2.5,41,41,324,12852,509
82,120,RM,32.0,4500,Reg,Lvl,FR2,Gtl,Mitchel,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,VinylSd,VinylSd,BrkFace,443.0,TA,Gd,PConc,Ex,Gd,No,GLQ,1201,Unf,0,36,1237,GasA,Ex,Y,SBrkr,1337,0,0,1337,1,0,2,0,2,1,TA,5,Typ,0,None,Attchd,1998.0,Fin,2,405,TA,TA,Y,0,199,0,0,0,0,0,3,2006,WD,Normal,153500,2574,3.0,8,8,199,8022,810
83,20,RL,78.0,10206,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,1Story,8,5,2007,2007,Gable,VinylSd,VinylSd,Stone,468.0,TA,TA,PConc,Gd,TA,No,GLQ,33,Unf,0,1530,1563,GasA,Ex,Y,SBrkr,1563,0,0,1563,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2007.0,RFn,3,758,TA,TA,Y,144,99,0,0,0,0,0,10,2008,WD,Normal,245000,3126,2.0,1,1,243,12504,2274
84,20,RL,80.0,8892,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,5,1960,1960,Gable,MetalSd,MetalSd,BrkCmn,66.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1065,1065,GasA,Gd,Y,SBrkr,1065,0,0,1065,0,0,1,1,3,1,TA,6,Typ,0,None,Detchd,1974.0,Unf,2,461,TA,TA,Y,74,0,0,0,0,0,0,7,2007,COD,Normal,126500,2130,1.5,47,47,74,5325,922
85,80,RL,69.0,8530,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,SLvl,7,5,1995,1996,Gable,HdBoard,HdBoard,BrkFace,22.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,384,384,GasA,Gd,Y,SBrkr,804,670,0,1474,0,0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,1995.0,Fin,2,400,TA,TA,Y,120,72,0,0,0,0,700,5,2009,WD,Normal,168500,1858,2.5,14,13,192,10318,800
86,60,RL,121.0,16059,Reg,Lvl,Corner,Gtl,NoRidge,Norm,1Fam,2Story,8,5,1991,1992,Hip,HdBoard,HdBoard,BrkFace,284.0,Gd,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,1288,1288,GasA,Ex,Y,SBrkr,1301,1116,0,2417,0,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1991.0,Unf,2,462,TA,TA,Y,127,82,0,0,0,0,0,4,2006,WD,Normal,260000,3705,2.5,15,14,209,19336,924
87,60,RL,122.0,11911,IR2,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,6,5,2005,2005,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,684,684,GasA,Ex,Y,SBrkr,684,876,0,1560,0,0,2,1,3,1,Gd,6,Typ,1,Gd,BuiltIn,2005.0,Fin,2,400,TA,TA,Y,100,38,0,0,0,0,0,3,2009,WD,Normal,174000,2244,2.5,4,4,138,9360,800
88,160,FV,40.0,3951,Reg,Lvl,Corner,Gtl,Somerst,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,VinylSd,VinylSd,Stone,76.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,612,612,GasA,Ex,Y,SBrkr,612,612,0,1224,0,0,2,1,2,1,Gd,4,Typ,0,None,Detchd,2009.0,RFn,2,528,TA,TA,Y,0,234,0,0,0,0,0,6,2009,New,Partial,164500,1836,2.5,0,0,234,7344,1056
89,50,C (all),105.0,8470,IR1,Lvl,Corner,Gtl,IDOTRR,Feedr,1Fam,1.5Fin,3,2,1915,1982,Hip,Plywood,Plywood,None,0.0,Fa,Fa,CBlock,TA,Fa,No,Unf,0,Unf,0,1013,1013,GasA,TA,N,SBrkr,1013,0,513,1526,0,0,1,0,2,1,Fa,6,Typ,0,None,None,1980.0,None,0,0,None,None,N,0,0,156,0,0,0,0,10,2009,ConLD,Abnorml,85000,2026,1.0,94,27,156,4578,0
90,20,RL,60.0,8070,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,4,5,1994,1995,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,588,Unf,0,402,990,GasA,Ex,Y,SBrkr,990,0,0,990,1,0,1,0,3,1,TA,5,Typ,0,None,None,1980.0,None,0,0,None,None,Y,0,0,0,0,0,0,0,8,2007,WD,Normal,123600,1980,2.0,13,12,0,3960,0
91,20,RL,60.0,7200,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,4,5,1950,1950,Gable,BrkFace,Wd Sdng,None,0.0,TA,TA,Slab,None,None,None,None,0,None,0,0,0,GasA,TA,Y,FuseA,1040,0,0,1040,0,0,1,0,2,1,TA,4,Typ,0,None,Detchd,1950.0,Unf,2,420,TA,TA,Y,0,29,0,0,0,0,0,7,2006,WD,Normal,109900,1040,1.0,56,56,29,4160,840
92,20,RL,85.0,8500,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,3,1961,1961,Hip,HdBoard,HdBoard,BrkCmn,203.0,TA,TA,CBlock,TA,TA,No,Rec,600,Unf,0,635,1235,GasA,TA,Y,SBrkr,1235,0,0,1235,0,0,1,0,2,1,TA,6,Typ,0,None,Attchd,1961.0,Unf,2,480,TA,TA,Y,0,0,0,0,0,0,0,12,2006,WD,Abnorml,98600,2470,1.0,45,45,0,6175,960
93,30,RL,80.0,13360,IR1,HLS,Inside,Gtl,Crawfor,Norm,1Fam,1Story,5,7,1921,2006,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,Gd,TA,No,ALQ,713,Unf,0,163,876,GasA,Ex,Y,SBrkr,964,0,0,964,1,0,1,0,2,1,TA,5,Typ,0,None,Detchd,1921.0,Unf,2,432,TA,TA,Y,0,0,44,0,0,0,0,8,2009,WD,Normal,163500,1840,2.0,88,3,44,4820,864
94,190,C (all),60.0,7200,Reg,Lvl,Corner,Gtl,OldTown,Norm,2fmCon,2.5Unf,6,6,1910,1998,Hip,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,Fa,Mn,Rec,1046,Unf,0,168,1214,GasW,Ex,N,SBrkr,1260,1031,0,2291,0,1,2,0,4,2,TA,9,Typ,1,Gd,Detchd,1900.0,Unf,2,506,TA,TA,Y,0,0,0,0,99,0,0,11,2007,WD,Normal,133900,3505,2.5,97,9,99,13746,1012
95,60,RL,69.0,9337,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,6,5,1997,1997,Gable,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,Gd,TA,No,GLQ,648,Unf,0,176,824,GasA,Ex,Y,SBrkr,905,881,0,1786,1,0,2,1,3,1,Gd,7,Typ,0,None,Attchd,1997.0,RFn,2,684,TA,TA,Y,0,162,0,0,0,0,0,5,2007,WD,Normal,204750,2610,3.5,10,10,162,10716,1368
96,60,RL,69.0,9765,IR2,Lvl,Corner,Gtl,Gilbert,Norm,1Fam,2Story,6,8,1993,1993,Gable,VinylSd,VinylSd,BrkFace,68.0,Ex,Gd,PConc,Gd,Gd,No,ALQ,310,Unf,0,370,680,GasA,Gd,Y,SBrkr,680,790,0,1470,0,0,2,1,3,1,TA,6,Typ,1,TA,BuiltIn,1993.0,Fin,2,420,TA,TA,Y,232,63,0,0,0,0,480,4,2009,WD,Normal,185000,2150,2.5,16,16,295,8820,840
97,20,RL,78.0,10264,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,1999,1999,Gable,VinylSd,VinylSd,BrkFace,183.0,Gd,TA,PConc,Gd,TA,Av,ALQ,1162,Unf,0,426,1588,GasA,Ex,Y,SBrkr,1588,0,0,1588,0,0,2,0,3,1,Gd,6,Typ,0,None,Attchd,1999.0,RFn,2,472,TA,TA,Y,158,29,0,0,0,0,0,8,2006,WD,Normal,214000,3176,2.0,7,7,187,11116,944
98,20,RL,73.0,10921,Reg,HLS,Inside,Gtl,Edwards,Norm,1Fam,1Story,4,5,1965,1965,Hip,HdBoard,HdBoard,BrkFace,48.0,TA,TA,CBlock,TA,TA,No,Rec,520,Unf,0,440,960,GasA,TA,Y,FuseF,960,0,0,960,1,0,1,0,3,1,TA,6,Typ,0,None,Attchd,1965.0,Fin,1,432,TA,TA,P,120,0,0,0,0,0,0,5,2007,WD,Normal,94750,1920,2.0,42,42,120,3840,432
99,30,RL,85.0,10625,Reg,Lvl,Corner,Gtl,Edwards,Norm,1Fam,1Story,5,5,1920,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,108,Unf,0,350,458,GasA,Fa,N,SBrkr,835,0,0,835,0,0,1,0,2,1,TA,5,Typ,0,None,Basment,1920.0,Unf,1,366,Fa,TA,Y,0,0,77,0,0,0,400,5,2010,COD,Abnorml,83000,1293,1.0,90,60,77,4175,366
100,20,RL,77.0,9320,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,4,5,1959,1959,Gable,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,569,Unf,0,381,950,GasA,Fa,Y,SBrkr,1225,0,0,1225,1,0,1,1,3,1,TA,6,Typ,0,None,None,1980.0,None,0,0,None,None,Y,352,0,0,0,0,0,400,1,2010,WD,Normal,128950,2175,2.5,51,51,352,4900,0
101,20,RL,69.0,10603,IR1,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,1Story,6,7,1977,2001,Gable,Plywood,Plywood,BrkFace,28.0,TA,TA,PConc,TA,TA,Mn,ALQ,1200,Unf,0,410,1610,GasA,Gd,Y,SBrkr,1610,0,0,1610,1,0,2,0,3,1,Gd,6,Typ,2,TA,Attchd,1977.0,RFn,2,480,TA,TA,Y,168,68,0,0,0,0,0,2,2010,WD,Normal,205000,3220,3.0,33,9,236,9660,960
102,60,RL,77.0,9206,Reg,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,2Story,6,5,1985,1985,Gable,HdBoard,HdBoard,BrkFace,336.0,Gd,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,741,741,GasA,TA,Y,SBrkr,977,755,0,1732,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1985.0,Fin,2,476,TA,TA,Y,192,46,0,0,0,0,0,6,2010,WD,Normal,178000,2473,2.5,25,25,238,10392,952
103,90,RL,64.0,7018,Reg,Bnk,Inside,Gtl,SawyerW,Norm,Duplex,1Story,5,5,1979,1979,Gable,HdBoard,HdBoard,None,0.0,TA,Fa,Slab,None,None,None,None,0,None,0,0,0,GasA,TA,Y,SBrkr,1535,0,0,1535,0,0,2,0,4,2,TA,8,Typ,0,None,Attchd,1979.0,Unf,2,410,TA,TA,Y,0,0,0,0,0,0,0,6,2009,WD,Alloca,118964,1535,2.0,30,30,0,7675,820
104,20,RL,94.0,10402,IR1,Lvl,Corner,Gtl,CollgCr,Norm,1Fam,1Story,7,5,2009,2009,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1226,1226,GasA,Ex,Y,SBrkr,1226,0,0,1226,0,0,2,0,3,1,Gd,6,Typ,0,None,Attchd,2009.0,RFn,3,740,TA,TA,Y,0,36,0,0,0,0,0,5,2010,WD,Normal,198900,2452,2.0,1,1,36,8582,2220
